Nombre de lots|Surface reelle bati|Nombre pieces principales|Surface terrain
1|39.0|2.0|1055.3339192336423
1|52.0|3.0|1055.3339192336423
0|169.0|6.0|225.0
0|138.0|5.0|440.0
1|26.0|1.0|1055.3339192336423
0|132.0|5.0|555.0
1|0.0|0.0|1055.3339192336423
1|81.0|4.0|1055.3339192336423
0|94.0|5.0|714.0
0|85.0|3.0|179.0
1|0.0|0.0|1055.3339192336423
1|69.0|3.0|1055.3339192336423
0|113.0|4.0|555.0
1|74.0|3.0|1055.3339192336423
1|39.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|80.0|3.0|89.0
0|155.0|0.0|124.0
1|24.0|1.0|1055.3339192336423
0|99.0|5.0|1013.0
1|37.0|1.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|21.0|1.0|1055.3339192336423
1|45.0|0.0|1055.3339192336423
1|5.0|0.0|1055.3339192336423
1|15.0|0.0|1055.3339192336423
5|60.0|0.0|1055.3339192336423
0|119.0|6.0|441.0
0|119.0|6.0|735.0
0|70.0|3.0|210.0
1|34.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|99.0|4.0|378.0
1|87.0|3.0|1055.3339192336423
0|22.0|2.0|648.0
0|126.0|5.0|648.0
1|25.0|1.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|43.0|2.0|1055.3339192336423
1|25.0|1.0|1055.3339192336423
0|130.0|5.0|492.0
1|0.0|0.0|1055.3339192336423
1|38.0|2.0|1055.3339192336423
0|50.0|2.0|370.0
1|103.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|111.0|4.0|805.0
0|111.0|4.0|770.0
0|128.0|5.0|267.0
0|95.0|4.0|189.0
0|0.0|0.0|11.0
0|0.0|0.0|11.0
1|0.0|0.0|1055.3339192336423
2|65.0|2.0|1055.3339192336423
0|73.0|4.0|700.0
1|62.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|98.0|3.0|1119.0
2|66.0|4.0|1055.3339192336423
0|48.0|1.0|232.0
0|81.0|4.0|187.0
1|0.0|0.0|1055.3339192336423
1|63.0|3.0|1055.3339192336423
0|78.0|4.0|213.0
1|0.0|0.0|1055.3339192336423
1|60.0|3.0|1055.3339192336423
0|92.0|4.0|583.0
0|79.0|3.0|842.0
0|58.0|3.0|60.0
0|130.0|5.0|407.0
1|0.0|0.0|1055.3339192336423
1|73.0|4.0|1055.3339192336423
1|57.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|27.0|1.0|1055.3339192336423
0|89.0|4.0|432.0
1|44.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|38.0|2.0|1055.3339192336423
2|78.0|3.0|1055.3339192336423
1|40.0|0.0|1055.3339192336423
0|130.0|5.0|1097.0
1|0.0|0.0|1055.3339192336423
1|32.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|104.0|6.0|517.0
0|243.0|8.0|432.0
1|44.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|0.0|0.0|1435.0
0|128.0|5.0|1435.0
1|63.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
2|68.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|30.0|1.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|42.0|2.0|1055.3339192336423
2|65.0|3.0|1055.3339192336423
1|70.0|3.0|1055.3339192336423
1|47.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|105.0|4.0|552.0
1|40.0|2.0|1055.3339192336423
1|24.0|2.0|1055.3339192336423
0|117.0|5.0|280.0
0|42.0|2.0|279.0
0|90.0|3.0|279.0
0|59.0|2.0|747.0
1|65.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|76.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|52.0|3.0|1055.3339192336423
1|45.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
2|54.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
3|70.0|3.0|1055.3339192336423
0|118.0|4.0|666.0
0|50.0|0.0|255.0
0|80.0|4.0|255.0
1|63.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
2|73.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|31.0|1.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|85.0|3.0|219.0
2|48.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|94.0|4.0|500.0
0|94.0|4.0|230.0
1|0.0|0.0|1055.3339192336423
1|17.0|0.0|1055.3339192336423
1|23.0|0.0|1055.3339192336423
0|150.0|5.0|277.0
1|58.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|55.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|93.0|4.0|119.0
1|0.0|0.0|1055.3339192336423
1|52.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|103.0|5.0|1055.3339192336423
1|124.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|80.0|4.0|165.0
0|71.0|3.0|111.0
0|0.0|0.0|274.0
1|100.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|110.0|5.0|1073.0
0|110.0|5.0|940.0
1|0.0|0.0|1055.3339192336423
1|76.0|3.0|1055.3339192336423
1|69.0|4.0|1055.3339192336423
1|49.0|2.0|1055.3339192336423
0|103.0|5.0|1055.3339192336423
0|189.0|8.0|253.0
0|72.0|4.0|117.0
1|0.0|0.0|1055.3339192336423
1|42.0|2.0|1055.3339192336423
1|51.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|92.0|5.0|452.0
0|122.0|4.0|264.0
1|78.0|3.0|1055.3339192336423
0|81.0|3.0|302.0
0|43.0|2.0|132.0
0|80.0|4.0|132.0
0|37.0|1.0|132.0
1|91.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|79.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|64.0|1.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|29.0|2.0|1055.3339192336423
0|107.0|4.0|511.0
1|100.0|4.0|1055.3339192336423
1|31.0|1.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|70.0|3.0|1055.3339192336423
1|131.0|3.0|1055.3339192336423
0|125.0|5.0|372.0
1|0.0|0.0|1055.3339192336423
1|34.0|1.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|25.0|1.0|1055.3339192336423
1|15.0|1.0|1055.3339192336423
1|42.0|1.0|1055.3339192336423
0|125.0|5.0|1055.3339192336423
0|57.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|85.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|93.0|4.0|40.0
0|93.0|4.0|149.0
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|64.0|3.0|1055.3339192336423
0|110.0|4.0|372.0
1|0.0|0.0|1055.3339192336423
1|31.0|2.0|1055.3339192336423
0|0.0|0.0|2261.0
0|70.0|4.0|158.0
0|87.0|4.0|242.0
0|0.0|0.0|11.0
1|24.0|2.0|1055.3339192336423
1|25.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|51.0|4.0|109.0
1|51.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|39.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
2|39.0|2.0|1055.3339192336423
1|93.0|4.0|1055.3339192336423
0|83.0|4.0|250.0
1|129.0|4.0|516.0
0|99.0|5.0|565.0
0|160.0|5.0|231.0
1|76.0|4.0|1055.3339192336423
1|44.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|79.0|4.0|173.0
0|97.0|4.0|742.0
0|82.0|4.0|582.0
0|192.0|0.0|238.0
0|88.0|4.0|386.0
0|85.0|4.0|564.0
1|45.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|130.0|4.0|759.0
0|112.0|5.0|285.0
1|42.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|94.0|5.0|823.0
0|76.0|4.0|589.0
1|72.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|87.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|33.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|47.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|97.0|4.0|641.0
1|60.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|230.0|0.0|1396.0
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|53.0|2.0|1055.3339192336423
2|78.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|87.0|3.0|86.0
1|65.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|61.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|44.0|3.0|1055.3339192336423
1|47.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|19.0|1.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|75.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|76.0|4.0|480.0
1|47.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|17.0|1.0|1055.3339192336423
1|43.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|25.0|1.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|62.0|3.0|1055.3339192336423
0|63.0|3.0|188.0
0|96.0|4.0|718.0
0|64.0|4.0|220.0
1|0.0|0.0|1055.3339192336423
1|120.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|91.0|4.0|825.0
2|30.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|65.0|3.0|227.0
0|75.0|4.0|179.0
0|200.0|6.0|840.0
0|200.0|6.0|289.0
1|71.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
2|56.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|67.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|90.0|4.0|230.0
1|0.0|0.0|1055.3339192336423
1|36.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|25.0|2.0|1055.3339192336423
1|81.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|130.0|5.0|405.0
0|80.0|4.0|216.0
2|56.0|3.0|1055.3339192336423
1|47.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|65.0|4.0|167.0
0|88.0|4.0|184.0
1|21.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|150.0|6.0|397.0
3|34.0|1.0|1055.3339192336423
3|115.0|0.0|1055.3339192336423
0|100.0|4.0|385.0
1|41.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
3|43.0|2.0|1055.3339192336423
1|45.0|2.0|1055.3339192336423
0|73.0|4.0|94.0
0|73.0|4.0|147.0
0|25.0|2.0|75.0
0|25.0|2.0|75.0
0|25.0|2.0|75.0
0|25.0|2.0|75.0
0|129.0|6.0|665.0
1|14.0|1.0|1055.3339192336423
1|43.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|68.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|60.0|3.0|497.0
0|55.0|4.0|141.0
1|37.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|38.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|94.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|215.0|9.0|204.0
1|0.0|0.0|1055.3339192336423
1|18.0|1.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|40.0|0.0|1055.3339192336423
1|77.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|64.0|3.0|1055.3339192336423
1|88.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|37.0|1.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
2|78.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
2|112.0|5.0|1055.3339192336423
2|51.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|90.0|3.0|1055.3339192336423
0|89.0|4.0|423.0
0|121.0|5.0|925.0
1|47.0|3.0|1055.3339192336423
0|172.0|7.0|262.0
0|143.0|5.0|396.0
0|45.0|0.0|376.0
0|65.0|3.0|376.0
1|44.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|60.0|2.0|1055.3339192336423
0|235.0|6.0|268.0
0|134.0|7.0|106.0
1|0.0|0.0|1055.3339192336423
1|55.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|190.0|7.0|926.0
2|77.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|20.0|1.0|82.0
0|15.0|1.0|82.0
0|15.0|1.0|82.0
0|17.0|1.0|82.0
0|14.0|1.0|82.0
0|20.0|1.0|82.0
0|13.0|1.0|82.0
0|16.0|1.0|82.0
0|12.0|1.0|82.0
0|93.0|2.0|743.0
0|109.0|4.0|636.0
0|142.0|5.0|188.0
1|0.0|0.0|1055.3339192336423
1|55.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|29.0|1.0|1055.3339192336423
1|25.0|1.0|1055.3339192336423
0|91.0|4.0|998.0
0|94.0|5.0|540.0
0|0.0|0.0|41.0
1|68.0|4.0|243.0
0|198.0|6.0|254.0
0|101.0|4.0|118.0
0|116.0|5.0|271.0
1|74.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|160.0|6.0|170.0
1|45.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
2|70.0|3.0|1055.3339192336423
1|56.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|80.0|3.0|120.0
1|0.0|0.0|1055.3339192336423
1|45.0|2.0|1055.3339192336423
0|103.0|5.0|1000.0
0|103.0|5.0|210.0
1|0.0|0.0|1055.3339192336423
1|110.0|5.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|24.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|57.0|3.0|1055.3339192336423
0|161.0|4.0|280.0
0|102.0|4.0|280.0
0|102.0|4.0|643.0
0|161.0|4.0|643.0
1|0.0|0.0|1055.3339192336423
1|106.0|4.0|1055.3339192336423
0|87.0|4.0|192.0
0|0.0|0.0|11.0
1|65.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|64.0|3.0|1055.3339192336423
1|61.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|58.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|86.0|4.0|455.0
1|0.0|0.0|1055.3339192336423
2|64.0|4.0|1055.3339192336423
0|105.0|4.0|1000.0
0|133.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|99.0|4.0|252.0
1|0.0|0.0|1055.3339192336423
1|29.0|1.0|1055.3339192336423
1|150.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|48.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|100.0|4.0|1055.3339192336423
1|82.0|5.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|96.0|4.0|262.0
1|98.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|75.0|2.0|1055.3339192336423
1|37.0|1.0|1055.3339192336423
0|25.0|1.0|229.0
0|25.0|1.0|229.0
0|40.0|2.0|229.0
0|90.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|61.0|3.0|1055.3339192336423
0|0.0|0.0|356.0
1|63.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|36.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|63.0|3.0|1055.3339192336423
0|174.0|5.0|227.0
2|92.0|4.0|1055.3339192336423
2|54.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
2|62.0|3.0|1055.3339192336423
1|70.0|2.0|1055.3339192336423
0|109.0|5.0|214.0
1|0.0|0.0|1055.3339192336423
0|36.0|2.0|169.0
0|27.0|1.0|169.0
0|27.0|1.0|169.0
0|27.0|1.0|169.0
0|29.0|1.0|169.0
0|29.0|1.0|169.0
0|29.0|1.0|169.0
0|36.0|2.0|169.0
0|36.0|2.0|169.0
0|27.0|1.0|169.0
0|36.0|2.0|169.0
0|29.0|1.0|169.0
0|56.0|2.0|169.0
1|0.0|0.0|1055.3339192336423
1|45.0|2.0|1055.3339192336423
0|90.0|3.0|62.0
1|85.0|3.0|1055.3339192336423
0|80.0|3.0|602.0
0|80.0|3.0|144.0
0|123.0|5.0|407.0
1|132.0|5.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|24.0|2.0|1055.3339192336423
1|26.0|1.0|1055.3339192336423
2|40.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|0.0|0.0|800.0
0|115.0|4.0|556.0
2|82.0|5.0|1055.3339192336423
1|35.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|63.0|3.0|1055.3339192336423
1|87.0|4.0|1055.3339192336423
1|37.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|31.0|1.0|1055.3339192336423
1|32.0|1.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|50.0|2.0|1055.3339192336423
2|85.0|5.0|1055.3339192336423
0|90.0|4.0|500.0
0|90.0|4.0|1072.0
0|90.0|4.0|1055.3339192336423
0|88.0|4.0|754.0
1|27.0|1.0|1055.3339192336423
1|32.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|64.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|30.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|72.0|3.0|1055.3339192336423
1|32.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|65.0|3.0|1055.3339192336423
1|57.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|98.0|5.0|163.0
1|70.0|3.0|1055.3339192336423
0|147.0|6.0|393.0
1|0.0|0.0|1055.3339192336423
1|46.0|2.0|1055.3339192336423
0|89.0|4.0|723.0
0|128.0|5.0|1057.0
0|180.0|5.0|358.0
0|90.0|5.0|213.0
1|0.0|0.0|1055.3339192336423
2|148.0|5.0|1055.3339192336423
0|68.0|3.0|282.0
0|84.0|3.0|116.0
1|0.0|0.0|1055.3339192336423
2|30.0|1.0|1055.3339192336423
0|77.0|4.0|371.0
0|79.0|4.0|117.0
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|65.0|3.0|1055.3339192336423
0|85.0|4.0|263.0
1|0.0|0.0|1055.3339192336423
1|28.0|1.0|1055.3339192336423
0|135.0|4.0|210.0
2|80.0|4.0|1055.3339192336423
0|92.0|4.0|1055.3339192336423
0|130.0|4.0|1055.3339192336423
2|69.0|4.0|1055.3339192336423
1|44.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|16.0|1.0|1055.3339192336423
0|90.0|3.0|120.0
2|66.0|4.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|70.0|2.0|119.0
1|39.0|1.0|1055.3339192336423
1|126.0|5.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|44.0|2.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|42.0|2.0|1055.3339192336423
0|65.0|3.0|263.0
0|68.0|3.0|301.0
1|79.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|65.0|3.0|1055.3339192336423
1|54.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
0|167.0|4.0|224.0
1|67.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
1|66.0|3.0|1055.3339192336423
1|0.0|0.0|1055.3339192336423
